Transaction ID,Product ID,Quantity Sold,Transaction Date,Product Name,Category,Price,Total Amount
5595,20,2,2024-04-19,Pizza,Frozen Foods,6.0,12.0
5596,6,4,2024-06-05,Banana,Produce,0.5,2.0
5597,14,8,2024-05-13,Yogurt,Dairy,2.0,16.0
5598,15,7,2023-09-30,Coffee,Beverages,5.0,35.0
5599,19,1,2024-01-24,Ice Cream,Frozen Foods,4.5,4.5
5600,17,3,2024-01-25,Cookies,Snacks,2.5,7.5
5601,14,4,2023-11-07,Yogurt,Dairy,2.0,8.0
5602,18,9,2024-04-22,Chocolate,Snacks,3.0,27.0
5603,15,1,2024-05-22,Coffee,Beverages,5.0,5.0
5604,14,4,2023-10-22,Yogurt,Dairy,2.0,8.0
5605,13,4,2024-06-13,Cereal,Snacks,3.75,15.0
5606,20,1,2023-12-07,Pizza,Frozen Foods,6.0,6.0
5607,1,8,2023-09-05,Milk,Dairy,3.5,28.0
5608,5,6,2024-07-17,Apple,Produce,0.75,4.5
5609,20,3,2024-06-24,Pizza,Frozen Foods,6.0,18.0
5610,2,3,2023-09-26,Eggs,Dairy,2.5,7.5
5611,3,8,2024-06-08,Bread,Bakery,1.5,12.0
5612,20,9,2023-11-06,Pizza,Frozen Foods,6.0,54.0
5613,3,6,2023-09-02,Bread,Bakery,1.5,9.0
5614,4,5,2024-06-23,Butter,Dairy,4.0,20.0
5615,4,1,2024-04-19,Butter,Dairy,4.0,4.0
5616,2,7,2023-12-08,Eggs,Dairy,2.5,17.5
5617,3,1,2024-06-18,Bread,Bakery,1.5,1.5
5618,9,3,2023-11-17,Ground Beef,Meat,4.5,13.5
5619,1,9,2023-10-27,Milk,Dairy,3.5,31.5
5620,14,2,2023-12-28,Yogurt,Dairy,2.0,4.0
5621,17,5,2024-06-08,Cookies,Snacks,2.5,12.5
5622,11,5,2024-04-07,Lettuce,Produce,1.25,6.25
5623,7,5,2024-02-03,Orange Juice,Beverages,3.0,15.0
5624,16,3,2023-12-28,Tea,Beverages,4.0,12.0
5625,2,3,2024-07-20,Eggs,Dairy,2.5,7.5
5626,11,4,2024-03-13,Lettuce,Produce,1.25,5.0
5627,12,7,2024-02-10,Tomato,Produce,1.0,7.0
5628,18,9,2023-10-14,Chocolate,Snacks,3.0,27.0
5629,6,8,2024-03-29,Banana,Produce,0.5,4.0
5630,14,2,2023-09-19,Yogurt,Dairy,2.0,4.0
5631,16,8,2024-05-24,Tea,Beverages,4.0,32.0
5632,9,4,2023-11-03,Ground Beef,Meat,4.5,18.0
5633,3,7,2024-04-03,Bread,Bakery,1.5,10.5
5634,17,3,2024-06-09,Cookies,Snacks,2.5,7.5
5635,13,1,2024-05-09,Cereal,Snacks,3.75,3.75
5636,9,9,2024-06-04,Ground Beef,Meat,4.5,40.5
5637,19,3,2023-11-03,Ice Cream,Frozen Foods,4.5,13.5
5638,10,1,2024-01-10,Salmon,Seafood,8.0,8.0
5639,5,9,2023-11-28,Apple,Produce,0.75,6.75
5640,19,2,2023-09-19,Ice Cream,Frozen Foods,4.5,9.0
5641,6,9,2023-08-28,Banana,Produce,0.5,4.5
5642,2,2,2023-10-27,Eggs,Dairy,2.5,5.0
5643,12,8,2024-03-12,Tomato,Produce,1.0,8.0
5644,7,2,2023-10-19,Orange Juice,Beverages,3.0,6.0
5645,16,9,2023-09-16,Tea,Beverages,4.0,36.0
5646,6,3,2024-08-09,Banana,Produce,0.5,1.5
5647,6,4,2024-05-28,Banana,Produce,0.5,2.0
5648,9,9,2024-02-26,Ground Beef,Meat,4.5,40.5
5649,5,2,2024-01-26,Apple,Produce,0.75,1.5
5650,4,9,2024-01-08,Butter,Dairy,4.0,36.0
5651,9,5,2023-12-04,Ground Beef,Meat,4.5,22.5
5652,3,5,2024-05-04,Bread,Bakery,1.5,7.5
5653,16,6,2024-07-19,Tea,Beverages,4.0,24.0
5654,7,9,2024-02-18,Orange Juice,Beverages,3.0,27.0
5655,9,1,2023-09-11,Ground Beef,Meat,4.5,4.5
5656,3,4,2023-08-20,Bread,Bakery,1.5,6.0
5657,17,9,2024-05-05,Cookies,Snacks,2.5,22.5
5658,9,6,2024-04-06,Ground Beef,Meat,4.5,27.0
5659,5,1,2023-10-14,Apple,Produce,0.75,0.75
5660,2,1,2024-04-26,Eggs,Dairy,2.5,2.5
5661,15,4,2024-07-15,Coffee,Beverages,5.0,20.0
5662,7,5,2023-10-09,Orange Juice,Beverages,3.0,15.0
5663,20,5,2024-04-21,Pizza,Frozen Foods,6.0,30.0
5664,13,4,2024-01-24,Cereal,Snacks,3.75,15.0
5665,10,5,2024-02-08,Salmon,Seafood,8.0,40.0
5666,15,3,2023-10-17,Coffee,Beverages,5.0,15.0
5667,20,5,2023-11-02,Pizza,Frozen Foods,6.0,30.0
5668,13,7,2024-03-02,Cereal,Snacks,3.75,26.25
5669,14,5,2024-06-24,Yogurt,Dairy,2.0,10.0
5670,9,7,2024-05-18,Ground Beef,Meat,4.5,31.5
5671,4,7,2024-01-04,Butter,Dairy,4.0,28.0
5672,7,8,2024-01-18,Orange Juice,Beverages,3.0,24.0
5673,15,2,2024-03-12,Coffee,Beverages,5.0,10.0
5674,2,7,2024-04-11,Eggs,Dairy,2.5,17.5
5675,17,3,2024-01-18,Cookies,Snacks,2.5,7.5
5676,10,3,2024-03-02,Salmon,Seafood,8.0,24.0
5677,9,2,2024-02-14,Ground Beef,Meat,4.5,9.0
5678,15,3,2024-07-29,Coffee,Beverages,5.0,15.0
5679,14,1,2023-10-13,Yogurt,Dairy,2.0,2.0
5680,3,6,2024-05-17,Bread,Bakery,1.5,9.0
5681,6,1,2024-06-11,Banana,Produce,0.5,0.5
5682,19,3,2023-09-07,Ice Cream,Frozen Foods,4.5,13.5
5683,5,7,2024-06-30,Apple,Produce,0.75,5.25
5684,2,8,2024-05-08,Eggs,Dairy,2.5,20.0
5685,14,9,2024-01-08,Yogurt,Dairy,2.0,18.0
5686,19,6,2023-09-09,Ice Cream,Frozen Foods,4.5,27.0
5687,5,6,2024-03-02,Apple,Produce,0.75,4.5
5688,6,8,2024-06-17,Banana,Produce,0.5,4.0
5689,20,1,2023-12-01,Pizza,Frozen Foods,6.0,6.0
5690,10,1,2024-05-03,Salmon,Seafood,8.0,8.0
5691,2,8,2024-05-28,Eggs,Dairy,2.5,20.0
5692,11,9,2024-03-11,Lettuce,Produce,1.25,11.25
5693,6,2,2024-05-06,Banana,Produce,0.5,1.0
5694,16,2,2024-04-04,Tea,Beverages,4.0,8.0
5695,13,7,2024-08-06,Cereal,Snacks,3.75,26.25
5696,11,3,2024-07-31,Lettuce,Produce,1.25,3.75
5697,17,6,2024-07-10,Cookies,Snacks,2.5,15.0
5698,10,1,2024-06-23,Salmon,Seafood,8.0,8.0
5699,14,1,2024-01-08,Yogurt,Dairy,2.0,2.0
5700,2,6,2024-05-01,Eggs,Dairy,2.5,15.0
5701,20,1,2024-04-26,Pizza,Frozen Foods,6.0,6.0
5702,6,3,2024-06-27,Banana,Produce,0.5,1.5
5703,12,3,2023-11-12,Tomato,Produce,1.0,3.0
5704,13,6,2024-03-03,Cereal,Snacks,3.75,22.5
5705,8,7,2024-04-24,Chicken Breast,Meat,5.0,35.0
5706,12,2,2024-08-16,Tomato,Produce,1.0,2.0
5707,7,3,2023-08-24,Orange Juice,Beverages,3.0,9.0
5708,9,8,2023-12-12,Ground Beef,Meat,4.5,36.0
5709,9,6,2023-09-16,Ground Beef,Meat,4.5,27.0
5710,11,8,2024-06-26,Lettuce,Produce,1.25,10.0
5711,14,4,2023-11-08,Yogurt,Dairy,2.0,8.0
5712,5,4,2024-04-05,Apple,Produce,0.75,3.0
5713,1,8,2024-07-21,Milk,Dairy,3.5,28.0
5714,3,8,2023-12-14,Bread,Bakery,1.5,12.0
5715,9,5,2023-10-15,Ground Beef,Meat,4.5,22.5
5716,4,9,2024-04-30,Butter,Dairy,4.0,36.0
5717,5,3,2024-08-03,Apple,Produce,0.75,2.25
5718,18,9,2024-02-16,Chocolate,Snacks,3.0,27.0
5719,5,7,2024-05-01,Apple,Produce,0.75,5.25
5720,16,6,2024-01-08,Tea,Beverages,4.0,24.0
5721,7,7,2024-04-13,Orange Juice,Beverages,3.0,21.0
5722,20,1,2024-04-18,Pizza,Frozen Foods,6.0,6.0
5723,2,8,2024-01-22,Eggs,Dairy,2.5,20.0
5724,17,9,2023-10-04,Cookies,Snacks,2.5,22.5
5725,5,5,2024-04-03,Apple,Produce,0.75,3.75
5726,10,3,2024-05-17,Salmon,Seafood,8.0,24.0
5727,13,1,2024-07-08,Cereal,Snacks,3.75,3.75
5728,18,3,2024-02-19,Chocolate,Snacks,3.0,9.0
5729,15,6,2024-02-15,Coffee,Beverages,5.0,30.0
5730,14,2,2024-05-02,Yogurt,Dairy,2.0,4.0
5731,6,3,2023-10-15,Banana,Produce,0.5,1.5
5732,17,1,2024-03-13,Cookies,Snacks,2.5,2.5
5733,10,2,2023-11-23,Salmon,Seafood,8.0,16.0
5734,6,2,2023-10-09,Banana,Produce,0.5,1.0
5735,16,4,2024-08-04,Tea,Beverages,4.0,16.0
5736,19,9,2024-03-17,Ice Cream,Frozen Foods,4.5,40.5
5737,14,6,2024-02-28,Yogurt,Dairy,2.0,12.0
5738,5,3,2023-11-17,Apple,Produce,0.75,2.25
5739,20,4,2024-05-06,Pizza,Frozen Foods,6.0,24.0
5740,11,7,2023-12-24,Lettuce,Produce,1.25,8.75
5741,19,3,2023-09-29,Ice Cream,Frozen Foods,4.5,13.5
5742,19,8,2024-07-16,Ice Cream,Frozen Foods,4.5,36.0
5743,18,8,2023-10-10,Chocolate,Snacks,3.0,24.0
5744,9,5,2023-10-03,Ground Beef,Meat,4.5,22.5
5745,12,1,2024-08-07,Tomato,Produce,1.0,1.0
5746,13,2,2023-09-27,Cereal,Snacks,3.75,7.5
5747,14,7,2023-10-19,Yogurt,Dairy,2.0,14.0
5748,10,7,2024-01-27,Salmon,Seafood,8.0,56.0
5749,3,2,2024-06-01,Bread,Bakery,1.5,3.0
5750,7,5,2024-03-18,Orange Juice,Beverages,3.0,15.0
5751,19,2,2024-02-29,Ice Cream,Frozen Foods,4.5,9.0
5752,8,2,2024-02-21,Chicken Breast,Meat,5.0,10.0
5753,6,7,2024-06-23,Banana,Produce,0.5,3.5
5754,7,2,2024-01-20,Orange Juice,Beverages,3.0,6.0
5755,11,1,2024-08-05,Lettuce,Produce,1.25,1.25
5756,4,6,2024-02-14,Butter,Dairy,4.0,24.0
5757,4,6,2024-03-06,Butter,Dairy,4.0,24.0
5758,13,5,2023-09-06,Cereal,Snacks,3.75,18.75
5759,6,2,2024-07-29,Banana,Produce,0.5,1.0
5760,11,1,2024-05-10,Lettuce,Produce,1.25,1.25
5761,20,7,2023-12-09,Pizza,Frozen Foods,6.0,42.0
5762,11,1,2024-06-22,Lettuce,Produce,1.25,1.25
5763,8,4,2023-11-01,Chicken Breast,Meat,5.0,20.0
5764,5,8,2023-11-29,Apple,Produce,0.75,6.0
5765,5,5,2024-05-18,Apple,Produce,0.75,3.75
5766,12,4,2023-10-21,Tomato,Produce,1.0,4.0
5767,16,3,2024-05-06,Tea,Beverages,4.0,12.0
5768,5,8,2024-02-09,Apple,Produce,0.75,6.0
5769,10,6,2024-07-02,Salmon,Seafood,8.0,48.0
5770,12,7,2023-08-19,Tomato,Produce,1.0,7.0
5771,9,7,2024-06-09,Ground Beef,Meat,4.5,31.5
5772,20,8,2024-02-27,Pizza,Frozen Foods,6.0,48.0
5773,6,5,2024-06-17,Banana,Produce,0.5,2.5
5774,19,2,2024-02-01,Ice Cream,Frozen Foods,4.5,9.0
5775,20,3,2024-06-28,Pizza,Frozen Foods,6.0,18.0
5776,18,2,2024-06-24,Chocolate,Snacks,3.0,6.0
5777,9,3,2023-12-10,Ground Beef,Meat,4.5,13.5
5778,13,3,2024-04-01,Cereal,Snacks,3.75,11.25
5779,6,9,2024-07-29,Banana,Produce,0.5,4.5
5780,20,6,2023-11-18,Pizza,Frozen Foods,6.0,36.0
5781,19,8,2023-12-23,Ice Cream,Frozen Foods,4.5,36.0
5782,1,1,2024-04-14,Milk,Dairy,3.5,3.5
5783,12,6,2024-04-18,Tomato,Produce,1.0,6.0
5784,18,8,2023-11-12,Chocolate,Snacks,3.0,24.0
5785,19,4,2023-11-20,Ice Cream,Frozen Foods,4.5,18.0
5786,10,8,2024-03-06,Salmon,Seafood,8.0,64.0
5787,4,2,2024-08-15,Butter,Dairy,4.0,8.0
5788,15,8,2023-12-13,Coffee,Beverages,5.0,40.0
5789,4,3,2024-05-10,Butter,Dairy,4.0,12.0
5790,17,2,2023-12-15,Cookies,Snacks,2.5,5.0
5791,7,5,2024-07-30,Orange Juice,Beverages,3.0,15.0
5792,12,1,2023-09-28,Tomato,Produce,1.0,1.0
5793,9,7,2023-11-03,Ground Beef,Meat,4.5,31.5
5794,9,3,2024-06-20,Ground Beef,Meat,4.5,13.5
5795,19,9,2024-04-30,Ice Cream,Frozen Foods,4.5,40.5
5796,11,3,2024-03-25,Lettuce,Produce,1.25,3.75
5797,6,5,2023-10-27,Banana,Produce,0.5,2.5
5798,1,2,2023-12-06,Milk,Dairy,3.5,7.0
5799,9,1,2024-06-13,Ground Beef,Meat,4.5,4.5
5800,18,5,2023-11-27,Chocolate,Snacks,3.0,15.0
5801,20,6,2023-10-02,Pizza,Frozen Foods,6.0,36.0
5802,5,1,2024-01-05,Apple,Produce,0.75,0.75
5803,4,9,2023-08-31,Butter,Dairy,4.0,36.0
5804,4,2,2024-01-20,Butter,Dairy,4.0,8.0
5805,7,6,2024-06-14,Orange Juice,Beverages,3.0,18.0
5806,3,2,2023-10-30,Bread,Bakery,1.5,3.0
5807,10,5,2024-06-26,Salmon,Seafood,8.0,40.0
5808,12,5,2024-06-17,Tomato,Produce,1.0,5.0
5809,14,3,2024-04-13,Yogurt,Dairy,2.0,6.0
5810,15,8,2024-03-11,Coffee,Beverages,5.0,40.0
5811,11,9,2023-11-12,Lettuce,Produce,1.25,11.25
5812,6,5,2023-11-24,Banana,Produce,0.5,2.5
5813,19,5,2023-11-04,Ice Cream,Frozen Foods,4.5,22.5
5814,6,9,2024-05-22,Banana,Produce,0.5,4.5
5815,20,4,2024-02-09,Pizza,Frozen Foods,6.0,24.0
5816,1,6,2023-10-17,Milk,Dairy,3.5,21.0
5817,14,9,2024-01-20,Yogurt,Dairy,2.0,18.0
5818,13,5,2024-05-10,Cereal,Snacks,3.75,18.75
5819,16,8,2024-06-09,Tea,Beverages,4.0,32.0
5820,16,8,2023-09-23,Tea,Beverages,4.0,32.0
5821,10,9,2024-04-30,Salmon,Seafood,8.0,72.0
5822,14,8,2024-01-22,Yogurt,Dairy,2.0,16.0
5823,1,5,2024-06-27,Milk,Dairy,3.5,17.5
5824,5,6,2023-08-28,Apple,Produce,0.75,4.5
5825,15,6,2023-09-30,Coffee,Beverages,5.0,30.0
5826,8,5,2023-12-01,Chicken Breast,Meat,5.0,25.0
5827,16,2,2024-08-07,Tea,Beverages,4.0,8.0
5828,19,8,2024-07-10,Ice Cream,Frozen Foods,4.5,36.0
5829,10,2,2024-06-29,Salmon,Seafood,8.0,16.0
5830,3,5,2024-02-13,Bread,Bakery,1.5,7.5
5831,14,6,2024-04-07,Yogurt,Dairy,2.0,12.0
5832,7,4,2024-02-27,Orange Juice,Beverages,3.0,12.0
5833,19,4,2024-05-17,Ice Cream,Frozen Foods,4.5,18.0
5834,7,9,2023-12-07,Orange Juice,Beverages,3.0,27.0
5835,18,2,2023-11-06,Chocolate,Snacks,3.0,6.0
5836,16,6,2023-12-30,Tea,Beverages,4.0,24.0
5837,1,9,2024-03-27,Milk,Dairy,3.5,31.5
5838,4,2,2023-09-14,Butter,Dairy,4.0,8.0
5839,6,1,2023-11-18,Banana,Produce,0.5,0.5
5840,15,6,2024-03-09,Coffee,Beverages,5.0,30.0
5841,13,6,2024-06-26,Cereal,Snacks,3.75,22.5
5842,15,7,2024-04-01,Coffee,Beverages,5.0,35.0
5843,6,8,2024-06-27,Banana,Produce,0.5,4.0
5844,19,2,2023-08-26,Ice Cream,Frozen Foods,4.5,9.0
5845,17,4,2023-11-26,Cookies,Snacks,2.5,10.0
5846,3,9,2024-08-04,Bread,Bakery,1.5,13.5
5847,2,6,2023-09-14,Eggs,Dairy,2.5,15.0
5848,1,4,2024-08-04,Milk,Dairy,3.5,14.0
5849,1,8,2024-08-09,Milk,Dairy,3.5,28.0
5850,20,6,2024-02-25,Pizza,Frozen Foods,6.0,36.0
5851,12,7,2023-10-12,Tomato,Produce,1.0,7.0
5852,20,2,2024-04-23,Pizza,Frozen Foods,6.0,12.0
5853,6,7,2024-06-30,Banana,Produce,0.5,3.5
5854,4,2,2024-04-20,Butter,Dairy,4.0,8.0
5855,1,7,2024-06-03,Milk,Dairy,3.5,24.5
5856,11,8,2024-06-23,Lettuce,Produce,1.25,10.0
5857,2,8,2023-12-16,Eggs,Dairy,2.5,20.0
5858,5,7,2023-10-20,Apple,Produce,0.75,5.25
5859,18,8,2023-08-20,Chocolate,Snacks,3.0,24.0
5860,4,5,2024-07-10,Butter,Dairy,4.0,20.0
5861,19,6,2023-12-17,Ice Cream,Frozen Foods,4.5,27.0
5862,19,6,2024-02-07,Ice Cream,Frozen Foods,4.5,27.0
5863,2,5,2024-03-07,Eggs,Dairy,2.5,12.5
5864,16,8,2024-03-25,Tea,Beverages,4.0,32.0
5865,2,1,2023-11-16,Eggs,Dairy,2.5,2.5
5866,20,1,2024-07-22,Pizza,Frozen Foods,6.0,6.0
5867,11,7,2023-12-21,Lettuce,Produce,1.25,8.75
5868,5,2,2024-05-24,Apple,Produce,0.75,1.5
5869,12,6,2024-06-26,Tomato,Produce,1.0,6.0
5870,20,9,2024-05-24,Pizza,Frozen Foods,6.0,54.0
5871,5,7,2024-04-22,Apple,Produce,0.75,5.25
5872,1,9,2023-09-26,Milk,Dairy,3.5,31.5
5873,11,8,2024-02-18,Lettuce,Produce,1.25,10.0
5874,8,1,2023-09-14,Chicken Breast,Meat,5.0,5.0
5875,20,9,2024-03-08,Pizza,Frozen Foods,6.0,54.0
5876,2,3,2023-10-05,Eggs,Dairy,2.5,7.5
5877,16,6,2024-06-17,Tea,Beverages,4.0,24.0
5878,8,5,2023-09-29,Chicken Breast,Meat,5.0,25.0
5879,10,6,2024-01-12,Salmon,Seafood,8.0,48.0
5880,2,1,2024-01-09,Eggs,Dairy,2.5,2.5
5881,3,1,2024-03-02,Bread,Bakery,1.5,1.5
5882,3,4,2023-10-18,Bread,Bakery,1.5,6.0
5883,14,2,2024-07-08,Yogurt,Dairy,2.0,4.0
5884,4,4,2023-12-28,Butter,Dairy,4.0,16.0
5885,2,9,2023-12-05,Eggs,Dairy,2.5,22.5
5886,19,9,2023-12-13,Ice Cream,Frozen Foods,4.5,40.5
5887,4,2,2024-04-07,Butter,Dairy,4.0,8.0
5888,5,8,2023-11-09,Apple,Produce,0.75,6.0
5889,15,1,2024-01-18,Coffee,Beverages,5.0,5.0
5890,13,5,2023-12-15,Cereal,Snacks,3.75,18.75
5891,14,2,2023-11-22,Yogurt,Dairy,2.0,4.0
5892,8,6,2024-07-01,Chicken Breast,Meat,5.0,30.0
5893,9,5,2023-09-18,Ground Beef,Meat,4.5,22.5
5894,16,9,2024-07-19,Tea,Beverages,4.0,36.0
5895,18,8,2024-01-23,Chocolate,Snacks,3.0,24.0
5896,8,9,2023-10-20,Chicken Breast,Meat,5.0,45.0
5897,14,1,2023-11-05,Yogurt,Dairy,2.0,2.0
5898,1,1,2023-09-16,Milk,Dairy,3.5,3.5
5899,8,4,2023-08-22,Chicken Breast,Meat,5.0,20.0
5900,14,9,2023-09-27,Yogurt,Dairy,2.0,18.0
5901,9,1,2024-05-14,Ground Beef,Meat,4.5,4.5
5902,7,6,2023-11-27,Orange Juice,Beverages,3.0,18.0
5903,8,8,2024-01-21,Chicken Breast,Meat,5.0,40.0
5904,8,1,2024-04-06,Chicken Breast,Meat,5.0,5.0
5905,8,6,2023-11-21,Chicken Breast,Meat,5.0,30.0
5906,6,1,2023-10-28,Banana,Produce,0.5,0.5
5907,10,7,2024-01-26,Salmon,Seafood,8.0,56.0
5908,15,7,2023-12-28,Coffee,Beverages,5.0,35.0
5909,3,4,2023-09-10,Bread,Bakery,1.5,6.0
5910,15,5,2024-07-13,Coffee,Beverages,5.0,25.0
5911,7,1,2024-07-23,Orange Juice,Beverages,3.0,3.0
5912,5,9,2024-04-14,Apple,Produce,0.75,6.75
5913,17,7,2023-09-29,Cookies,Snacks,2.5,17.5
5914,16,1,2023-12-24,Tea,Beverages,4.0,4.0
5915,5,1,2023-11-30,Apple,Produce,0.75,0.75
5916,17,4,2023-09-17,Cookies,Snacks,2.5,10.0
5917,13,4,2024-01-25,Cereal,Snacks,3.75,15.0
5918,4,5,2024-07-03,Butter,Dairy,4.0,20.0
5919,9,1,2024-06-19,Ground Beef,Meat,4.5,4.5
5920,15,2,2024-02-12,Coffee,Beverages,5.0,10.0
5921,6,6,2024-04-24,Banana,Produce,0.5,3.0
5922,8,7,2024-07-21,Chicken Breast,Meat,5.0,35.0
5923,3,3,2024-01-02,Bread,Bakery,1.5,4.5
5924,18,4,2023-12-09,Chocolate,Snacks,3.0,12.0
5925,6,3,2023-12-23,Banana,Produce,0.5,1.5
5926,13,5,2024-03-18,Cereal,Snacks,3.75,18.75
5927,7,3,2023-12-28,Orange Juice,Beverages,3.0,9.0
5928,4,2,2023-10-10,Butter,Dairy,4.0,8.0
5929,10,6,2024-01-02,Salmon,Seafood,8.0,48.0
5930,12,9,2024-07-18,Tomato,Produce,1.0,9.0
5931,14,9,2024-03-18,Yogurt,Dairy,2.0,18.0
5932,9,3,2023-12-13,Ground Beef,Meat,4.5,13.5
5933,12,3,2024-05-16,Tomato,Produce,1.0,3.0
5934,7,9,2024-01-09,Orange Juice,Beverages,3.0,27.0
5935,6,5,2024-05-03,Banana,Produce,0.5,2.5
5936,4,6,2024-03-19,Butter,Dairy,4.0,24.0
5937,20,5,2024-03-16,Pizza,Frozen Foods,6.0,30.0
5938,16,9,2024-01-16,Tea,Beverages,4.0,36.0
5939,20,2,2023-08-31,Pizza,Frozen Foods,6.0,12.0
5940,12,9,2024-04-10,Tomato,Produce,1.0,9.0
5941,10,7,2024-08-04,Salmon,Seafood,8.0,56.0
5942,13,1,2023-11-03,Cereal,Snacks,3.75,3.75
5943,8,3,2024-06-10,Chicken Breast,Meat,5.0,15.0
5944,7,6,2023-12-05,Orange Juice,Beverages,3.0,18.0
5945,2,2,2023-10-29,Eggs,Dairy,2.5,5.0
5946,16,5,2024-07-17,Tea,Beverages,4.0,20.0
5947,18,1,2023-10-03,Chocolate,Snacks,3.0,3.0
5948,3,2,2023-12-25,Bread,Bakery,1.5,3.0
5949,15,5,2023-09-27,Coffee,Beverages,5.0,25.0
5950,4,7,2023-11-24,Butter,Dairy,4.0,28.0
5951,11,7,2024-06-11,Lettuce,Produce,1.25,8.75
5952,5,8,2023-11-11,Apple,Produce,0.75,6.0
5953,9,1,2023-11-23,Ground Beef,Meat,4.5,4.5
5954,1,9,2023-08-23,Milk,Dairy,3.5,31.5
5955,11,5,2024-07-05,Lettuce,Produce,1.25,6.25
5956,2,5,2024-01-08,Eggs,Dairy,2.5,12.5
5957,16,8,2024-04-13,Tea,Beverages,4.0,32.0
5958,12,4,2024-04-13,Tomato,Produce,1.0,4.0
5959,8,5,2024-02-28,Chicken Breast,Meat,5.0,25.0
5960,16,6,2024-08-18,Tea,Beverages,4.0,24.0
5961,17,3,2023-09-03,Cookies,Snacks,2.5,7.5
5962,10,8,2024-05-16,Salmon,Seafood,8.0,64.0
5963,20,2,2024-05-06,Pizza,Frozen Foods,6.0,12.0
5964,19,5,2023-09-18,Ice Cream,Frozen Foods,4.5,22.5
5965,3,7,2024-05-13,Bread,Bakery,1.5,10.5
5966,1,4,2024-06-25,Milk,Dairy,3.5,14.0
5967,15,2,2023-09-30,Coffee,Beverages,5.0,10.0
5968,16,7,2024-07-24,Tea,Beverages,4.0,28.0
5969,15,5,2023-11-14,Coffee,Beverages,5.0,25.0
5970,16,1,2024-06-27,Tea,Beverages,4.0,4.0
5971,9,2,2024-05-06,Ground Beef,Meat,4.5,9.0
5972,2,5,2024-01-31,Eggs,Dairy,2.5,12.5
5973,19,3,2023-11-09,Ice Cream,Frozen Foods,4.5,13.5
5974,19,6,2024-03-21,Ice Cream,Frozen Foods,4.5,27.0
5975,16,7,2024-04-28,Tea,Beverages,4.0,28.0
5976,15,1,2024-04-16,Coffee,Beverages,5.0,5.0
5977,6,8,2024-03-02,Banana,Produce,0.5,4.0
5978,9,2,2024-08-14,Ground Beef,Meat,4.5,9.0
5979,5,2,2023-10-29,Apple,Produce,0.75,1.5
5980,11,6,2024-07-15,Lettuce,Produce,1.25,7.5
5981,15,6,2024-05-28,Coffee,Beverages,5.0,30.0
5982,14,3,2024-05-04,Yogurt,Dairy,2.0,6.0
5983,5,1,2023-11-23,Apple,Produce,0.75,0.75
5984,12,5,2024-06-21,Tomato,Produce,1.0,5.0
5985,19,5,2024-04-05,Ice Cream,Frozen Foods,4.5,22.5
5986,12,4,2024-06-15,Tomato,Produce,1.0,4.0
5987,18,6,2023-09-01,Chocolate,Snacks,3.0,18.0
5988,17,8,2023-11-26,Cookies,Snacks,2.5,20.0
5989,1,1,2024-03-02,Milk,Dairy,3.5,3.5
5990,16,2,2024-06-21,Tea,Beverages,4.0,8.0
5991,16,7,2023-12-31,Tea,Beverages,4.0,28.0
5992,15,2,2024-08-13,Coffee,Beverages,5.0,10.0
5993,1,9,2023-10-06,Milk,Dairy,3.5,31.5
5994,8,8,2024-02-12,Chicken Breast,Meat,5.0,40.0
5995,5,7,2024-01-07,Apple,Produce,0.75,5.25
5996,12,7,2024-02-07,Tomato,Produce,1.0,7.0
5997,11,6,2023-10-31,Lettuce,Produce,1.25,7.5
5998,8,9,2024-03-29,Chicken Breast,Meat,5.0,45.0
5999,12,4,2023-11-07,Tomato,Produce,1.0,4.0
6000,19,2,2023-11-06,Ice Cream,Frozen Foods,4.5,9.0
6001,1,8,2024-02-24,Milk,Dairy,3.5,28.0
6002,12,3,2023-09-17,Tomato,Produce,1.0,3.0
6003,2,6,2024-05-25,Eggs,Dairy,2.5,15.0
6004,7,7,2024-01-29,Orange Juice,Beverages,3.0,21.0
6005,11,6,2024-01-07,Lettuce,Produce,1.25,7.5
6006,16,2,2023-12-15,Tea,Beverages,4.0,8.0
6007,19,5,2024-01-22,Ice Cream,Frozen Foods,4.5,22.5
6008,5,6,2023-09-06,Apple,Produce,0.75,4.5
6009,16,4,2023-12-16,Tea,Beverages,4.0,16.0
6010,6,9,2023-11-15,Banana,Produce,0.5,4.5
6011,17,8,2024-05-14,Cookies,Snacks,2.5,20.0
6012,17,2,2023-10-04,Cookies,Snacks,2.5,5.0
6013,11,5,2024-05-06,Lettuce,Produce,1.25,6.25
6014,9,4,2024-02-24,Ground Beef,Meat,4.5,18.0
6015,7,3,2024-07-20,Orange Juice,Beverages,3.0,9.0
6016,18,9,2024-03-30,Chocolate,Snacks,3.0,27.0
6017,16,5,2024-06-17,Tea,Beverages,4.0,20.0
6018,4,9,2024-08-16,Butter,Dairy,4.0,36.0
6019,15,9,2023-10-23,Coffee,Beverages,5.0,45.0
6020,13,6,2024-04-27,Cereal,Snacks,3.75,22.5
6021,9,2,2024-08-06,Ground Beef,Meat,4.5,9.0
6022,12,9,2023-10-03,Tomato,Produce,1.0,9.0
6023,1,3,2023-12-17,Milk,Dairy,3.5,10.5
6024,9,8,2024-02-16,Ground Beef,Meat,4.5,36.0
6025,7,4,2024-07-20,Orange Juice,Beverages,3.0,12.0
6026,4,1,2023-11-27,Butter,Dairy,4.0,4.0
